outcome,n_snps,IVW_beta,IVW_se_fixed,IVW_se_RE,IVW_p_fixed,IVW_p_RE,Egger_beta,Egger_se,Egger_p,Egger_int,Egger_int_p,WMed_beta,WMed_se,Cochran_Q,Cochran_df,Cochran_p,Steiger_Vexp,Steiger_Vout,Steiger_dir,Steiger_p,LOO_beta_min,LOO_beta_max
cog,41,-0.361399986411484,0.0316688887190174,0.0779766294306273,3.64967428510228e-30,3.5741777940181e-06,-0.362321490157198,0.0788613625630199,4.3397386205276e-06,-0.000476759328854889,0.703835449691951,0.0146,0.0443579638576187,242.5064313952,40,8.29316570348179e-31,0.00352066669324784,0.00144540345807727,X->Y,0.230567647465889,-0.386227182247296,-0.314907628412177
dementia,43,0.233876726357889,0.213433691104773,0.213433691104773,0.273174332191784,0.273174332191784,0.208512213176108,0.204445225191579,0.307779304595066,-0.00421882352092668,0.184864396161026,-0.014,0.301292203491826,38.8890325701094,42,0.608310779346397,0.00365894665291697,0.000184938607385629,X->Y,0.208864674469791,0.162897205323711,0.292986633874022
